pair_id,sent1_text,sent2_text,domain,group,avg
pair_829,"Best food, phenominal service ","Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,2.75
pair_83,It has so much more speed and the screen is very sharp.,I can say that I am fully satisfied with the performance that the computer has supplied.,Laptop,Same,2.666666667
pair_830,"Best food, phenominal service ",Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.666666667
pair_831,"Best food, phenominal service ","the fish was fresh, though it was cut very thin.",Restaurant,Same,2.5
pair_832,The nicest waiters in town.,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2
pair_833,The nicest waiters in town.,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Same,3.5
pair_834,The nicest waiters in town.,6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Same,3
pair_835,The nicest waiters in town.,great service.,Restaurant,Same,3
pair_836,"Good Sushi, High Price ","I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,1
pair_837,"Good Sushi, High Price ",Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3.333333333
pair_838,"Good Sushi, High Price ","Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,2.333333333
pair_839,"Good Sushi, High Price ",you are with a hot date and he/she has an urge for sushi...then this might be the place.,Restaurant,Same,2.5
pair_84,It has so much more speed and the screen is very sharp.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.666666667
pair_840,One of the best Sushi place in town.,Love it every time ,Restaurant,Same,3.25
pair_841,One of the best Sushi place in town.,Never had one single problem there.,Restaurant,Same,3.5
pair_842,One of the best Sushi place in town.,"Once you're inside, the real experience begins.",Restaurant,Same,2.333333333
pair_843,One of the best Sushi place in town.,Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,3.4
pair_844,One of the best Sushi place in town.,"There is only one place on the east coast that has it all, plus a lot more.",Restaurant,Same,3.5
pair_845,One of the best Sushi place in town.,Well worth it ,Restaurant,Same,3
pair_846,One of the best Sushi place in town.,I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,3
pair_847,One of the best Sushi place in town.,I'd go back there in a heartbeat.,Restaurant,Same,3.2
pair_848,One of the best Sushi place in town.,Always good.,Restaurant,Same,3.666666667
pair_849,The house special roll is really good.,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,3.2
pair_85,It has so much more speed and the screen is very sharp.,Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,2.666666667
pair_850,The house special roll is really good.,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3
pair_851,The house special roll is really good.,The sushi was excellent and the wait staff was quick.,Restaurant,Same,3
pair_852,The house special roll is really good.,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,1.75
pair_853,The house special roll is really good.,Green tea creme brulee gets better each time I have it.,Restaurant,Same,3
pair_854,"On weekends, you might have to wait for couple hours.","The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Same,3
pair_855,"On weekends, you might have to wait for couple hours.",The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Different,2.25
pair_856,"On weekends, you might have to wait for couple hours.",The nicest waiters in town.,Restaurant,Different,1.75
pair_857,"On weekends, you might have to wait for couple hours.",6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Different,1
pair_858,"On weekends, you might have to wait for couple hours.",great service.,Restaurant,Different,1.25
pair_859,Best Sushi in town.,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,0.6
pair_86,It has so much more speed and the screen is very sharp.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,3
pair_860,Best Sushi in town.,Unbeatable sushi!,Restaurant,Same,3.666666667
pair_861,Best Sushi in town.,"It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,3.25
pair_862,Best Sushi in town.,"Best food, phenominal service ",Restaurant,Same,3
pair_863,Best Sushi in town.,Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.666666667
pair_864,Best Sushi in town.,"the fish was fresh, though it was cut very thin.",Restaurant,Same,2.333333333
pair_865,"Everything you want and more, very fresh.","The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,3.25
pair_866,"Everything you want and more, very fresh.","The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3.25
pair_867,"Everything you want and more, very fresh.",The house special roll is really good.,Restaurant,Same,3
pair_868,"Everything you want and more, very fresh.","As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,2.333333333
pair_869,"Its worth the wait, especially since they'll give you a call when the table is ready.",absolutely fabulous!!!,Restaurant,Same,2.5
pair_87,It has so much more speed and the screen is very sharp.,It runs faster than it did when I got it.,Laptop,Same,3.5
pair_870,"Its worth the wait, especially since they'll give you a call when the table is ready.","I have been to this place, folks and it is BAD.",Restaurant,Different,1
pair_871,"Its worth the wait, especially since they'll give you a call when the table is ready.",DONOT GO!,Restaurant,Different,0.5
pair_872,"Its worth the wait, especially since they'll give you a call when the table is ready.",Never had one single problem there.,Restaurant,Same,2.5
pair_873,"Its worth the wait, especially since they'll give you a call when the table is ready.","Once you're inside, the real experience begins.",Restaurant,Same,2.5
pair_874,"Its worth the wait, especially since they'll give you a call when the table is ready.",I went here on a recommendation and will surely return time and time again.,Restaurant,Same,2.333333333
pair_875,"Its worth the wait, especially since they'll give you a call when the table is ready.","There is only one place on the east coast that has it all, plus a lot more.",Restaurant,Same,2.333333333
pair_876,"Its worth the wait, especially since they'll give you a call when the table is ready.",I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,2.75
pair_877,"Its worth the wait, especially since they'll give you a call when the table is ready.",Always good.,Restaurant,Same,3
pair_878,"Its worth the wait, especially since they'll give you a call when the table is ready.","I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",Restaurant,Same,2.333333333
pair_879,The sushi here is delicious!,This is right up there with places in Tokyo as far as the freshness is concerned.,Restaurant,Same,3
pair_88,It has so much more speed and the screen is very sharp.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.333333333
pair_880,The sushi here is delicious!,"Everything, and I mean everything on the menu is delectable.",Restaurant,Same,3
pair_881,The sushi here is delicious!,"It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,3.5
pair_882,The service was courteous and attentive.,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",Restaurant,Same,1.333333333
pair_883,The service was courteous and attentive.,and the waiter suggested a perfect sake!!,Restaurant,Same,3.333333333
pair_884,The service was courteous and attentive.,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2
pair_885,The service was courteous and attentive.,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Same,3
pair_886,The service was courteous and attentive.,"On weekends, you might have to wait for couple hours.",Restaurant,Different,1.333333333
pair_887,The service was courteous and attentive.,6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Same,3.5
pair_888,The service was courteous and attentive.,great service.,Restaurant,Same,4
pair_889,Always good.,"I have been to this place, folks and it is BAD.",Restaurant,Different,0
pair_89,It has so much more speed and the screen is very sharp.,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,3
pair_890,Always good.,DONOT GO!,Restaurant,Different,0.5
pair_891,Always good.,"Once you're inside, the real experience begins.",Restaurant,Same,2.5
pair_892,6pm on a Sat before a Broadway play and we were quickly seated and served.,great service.,Restaurant,Same,3
pair_893,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,1
pair_894,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,1.75
pair_895,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.666666667
